Date,Bid Price,Last Price,Ask Price,spread,Adjusted Duration
11/11/2024,27.147,27.23,27.312,27.0575,-0.003980943
11/07/2024,27.054,28,28.945,27.535,-0.057591623
11/06/2024,27.954,29.121,30.288,29.2002,-0.023117077
11/04/2024,32.489,33.442,34.395,30.6548,-0.088827705
11/01/2024,31.846,32.797,33.747,31.3464,0.028436138
10/10/2024,30.768,31.988,33.208,31.9729,0.040368291
10/09/2024,31.074,32.007,32.939,31.9099,0.009422542
10/07/2024,32.219,33.15,34.081,27.7238,0.008236697
10/04/2024,31.484,32.418,33.352,30.9851,0.006923634
10/01/2024,32.659,33.591,34.522,32.225,-0.028163616
09/10/2024,30.648,31.562,32.477,31.8982,-0.196714097
09/09/2024,29.2,30.737,32.274,30.517,-0.019432823
09/05/2024,29.093,30.44,31.787,28.4043,-0.004618213
09/04/2024,29.501,30.57,31.638,28.8403,-0.009753521
09/02/2024,27.806,28.023,28.241,30.81,0.046143893
08/08/2024,35.715,36.655,37.595,36.534,-0.041141354
08/07/2024,38.234,39.851,41.469,27.8637,0.009249823
08/05/2024,38.94,39.901,40.862,28.6163,-0.00166503
08/02/2024,36.034,36.971,37.908,31.99,0.023490917
08/01/2024,32.211,33.149,34.086,33.7521,0.065431925
07/11/2024,26.611,27.519,28.428,27.8725,-0.034795891
07/10/2024,26.638,27.979,29.319,33.3536,-0.002999563
07/08/2024,26.865,27.764,28.663,39.9125,0.001180662
07/05/2024,28.01,29.323,30.635,28.582,0.004692331
07/03/2024,28.348,29.218,30.088,26.8614,-0.002088617
07/02/2024,29.068,29.938,30.807,32.12,-0.004573404
06/11/2024,28.406,29.283,30.159,28.5817,-0.006321659
06/06/2024,27.76,29.069,30.379,28.8871,0.024105417
06/05/2024,27.597,28.616,29.636,28.4033,-0.032720762
06/03/2024,27.222,28.069,28.917,27.5625,-0.023177558
05/09/2024,27.697,28.763,29.83,30.501,-0.008211067
05/08/2024,27.899,28.728,29.558,40.0212,0.000127972
05/07/2024,27.77,28.597,29.424,28.3617,-0.00039289
05/06/2024,27.945,28.771,29.597,28.261,0.060057164
05/03/2024,28.122,29.083,30.044,28.5069,-0.043627152
05/02/2024,29.139,30.106,31.074,31.9106,-0.009983235
05/01/2024,30.152,31.43,32.707,36.2225,-0.009769558
04/11/2024,29.469,30.627,31.785,33.543,-0.009784921
04/10/2024,29.607,30.787,31.967,32.6195,0.005627503
04/09/2024,27.922,29.068,30.215,30.9486,-0.035392421
04/04/2024,29.864,30.878,31.892,31.7084,-0.077148968
04/03/2024,28.815,29.937,31.058,27.8657,-0.008179841
04/01/2024,29.101,29.954,30.807,36.8393,-6.32E-05
03/07/2024,26.172,27.236,28.299,28.8062,-0.012422899
03/06/2024,27.185,28.387,29.59,27.9285,0.04619657
03/05/2024,27.462,28.647,29.832,28.6987,-0.011783944
03/04/2024,27.183,28.06,28.938,30.0327,0.015681753
03/01/2024,27.923,28.792,29.661,37.2444,-0.003525345
02/09/2024,30.551,31.432,32.314,28.236,0.009323613
02/08/2024,31.376,32.303,33.231,37.19,-0.003011329
02/07/2024,31.314,32.567,33.82,29.376,0.001037416
02/05/2024,30.639,31.986,33.334,29.9467,0.031827925
02/02/2024,30.878,31.803,32.729,31.3557,0.004083871
02/01/2024,31.69,32.964,34.239,35.2969,-0.008936426
01/11/2024,31.282,32.269,33.256,32.7723,-0.008531133
01/10/2024,32.042,33.033,34.023,34.0229,-0.018493832
01/08/2024,33.746,35.07,36.393,33.85,0.33593888
01/05/2024,35.622,36.554,37.485,31.2342,0.015520098
01/04/2024,35.93,37.071,38.213,29.8921,0.010391335
01/03/2024,35.099,36.425,37.751,28.3214,-0.01129119
01/02/2024,33.783,34.858,35.932,31.8457,0.012755388
01/01/2024,33.181,33.451,33.721,33.6329,0.023534872
12/12/2023,35.458,36.686,37.915,35.9395,-0.038229766
12/07/2023,37.731,38.838,39.946,39.3291,-0.016346958
12/06/2023,37.968,38.885,39.801,46.7448,-0.000162991
12/05/2023,37.604,38.523,39.442,57.0457,0.000912249
12/04/2023,36.735,38.076,39.417,53.862,-0.003687432
12/01/2023,36.742,37.673,38.603,45.9967,-0.001360065
11/10/2023,44.009,44.965,45.921,50.1022,-0.03950081
11/09/2023,45.363,46.545,47.726,38.9123,0.003033597
11/08/2023,44.686,45.87,47.053,42.0227,0.004731064
11/07/2023,45.287,46.467,47.648,41.7309,0.044029566
11/01/2023,52.19,53.264,54.338,47.4407,-0.022349232
10/11/2023,49.392,50.412,51.432,44.1217,-0.017045445
10/10/2023,49.939,51.165,52.39,50.9416,-0.002157963
10/05/2023,53.327,54.264,55.202,56.6999,-0.009917803
10/04/2023,52.301,53.38,54.458,54.6043,-0.007902515
10/03/2023,52.107,53.375,54.644,57.0482,3.83E-05
10/02/2023,48.709,50.297,51.884,47.2465,-0.006243457
09/11/2023,38.121,39.182,40.242,46.691,-0.510668187
09/08/2023,38.764,39.845,40.926,43.226,0.004802158
09/06/2023,39.153,40.218,41.284,46.5262,-0.00281027
09/05/2023,38.768,39.724,40.679,58.6758,0.001023557
09/01/2023,37.675,39.007,40.338,49.7608,-0.002061841
08/11/2023,41.185,42.265,43.344,45.5497,0.018305207
08/09/2023,41.894,42.868,43.842,40.043,0.002554422
08/08/2023,41.909,42.867,43.825,43.6337,6.50E-06
08/03/2023,41.404,42.528,43.651,48.385,0.001677692
08/02/2023,39.722,41.058,42.395,44.4301,-0.009052823
07/12/2023,39.402,40.452,41.501,38.6037,-0.002571179
07/11/2023,42.37,43.565,44.76,45.8883,-0.009809248
07/07/2023,45.193,46.086,46.978,45.8655,2.399213979
07/06/2023,44.613,45.847,47.081,47.9001,0.00256217
07/04/2023,42.789,42.949,43.11,54.2321,0.01065625
07/03/2023,41.94,42.838,43.735,47.3866,-0.00037852
06/12/2023,46.128,47.13,48.132,39.32,0.011289423
06/09/2023,46.073,46.899,47.725,40.4998,0.004174842
06/07/2023,46.701,48.075,49.449,46.6078,-0.004004875
06/06/2023,46.478,47.629,48.781,47.1812,0.016330734
06/02/2023,47.071,48.308,49.545,44.6657,0.005587614
06/01/2023,49.079,50.471,51.862,49.7264,-0.008468452
05/12/2023,56.054,57.088,58.122,38.8683,0.010674867
05/10/2023,56.097,57.132,58.167,54.7137,-4.86E-05
05/09/2023,57.01,58.232,59.453,40.0637,0.001289417
05/05/2023,56.167,57.212,58.257,56.702,0.001071529
05/04/2023,57.604,58.918,60.232,56.8486,-0.197513625
05/01/2023,52.299,53.541,54.782,53.854,-0.033536268
04/12/2023,52.504,53.573,54.641,38.3717,3.86E-05
04/10/2023,53.316,54.932,56.548,53.0173,-0.001689223
04/07/2023,53.417,54.656,55.896,42.4056,-0.000475868
04/05/2023,54.635,56.118,57.601,59.6776,-0.001508351
04/04/2023,53.156,54.412,55.668,54.7763,-0.006396951
03/10/2023,54.534,55.425,56.317,54.1165,0.027700744
03/08/2023,46.173,47.5,48.827,43.176,-0.015249952
03/07/2023,46.274,47.341,48.407,42.4056,-0.004359568
03/03/2023,45.12,46.225,47.33,44.9415,0.009520399
03/02/2023,47.768,49.156,50.544,43.7025,0.048124693
03/01/2023,49.144,50.045,50.947,55.3167,-0.001529508
02/10/2023,44.846,46.228,47.61,50.7844,-0.018217904
02/08/2023,42.608,43.99,45.373,42.4372,-0.006094882
02/06/2023,42.779,44.228,45.677,47.3052,-0.001105425
02/03/2023,42.077,43.225,44.373,48.8906,0.014636158
02/02/2023,41.101,42.442,43.784,41.9071,-0.002641756
02/01/2023,43.729,45.117,46.505,56.9961,-0.003929372
01/12/2023,45.653,46.798,47.943,37.4367,0.001836474
01/11/2023,47.121,48.562,50.002,52.1369,-0.002471034
01/09/2023,48.965,49.813,50.661,39.0511,0.001919174
01/06/2023,49.997,51.192,52.388,49.7303,-0.002522455
01/05/2023,53.173,54.033,54.893,53.5437,-0.013787953
01/03/2023,54.423,56.019,57.616,49.6613,0.009131531
01/02/2023,56.513,57.18,57.846,43.371,0.003227875
12/12/2022,52.334,53.88,55.425,53.0725,0.00631317
12/09/2022,55.102,55.972,56.843,53.6363,-0.066292712
12/08/2022,55.653,57.143,58.633,49.4352,0.004877877
12/07/2022,56.099,57.594,59.09,68.8733,-0.000402852
12/05/2022,53.227,54.44,55.653,64.5962,-0.013545473
12/01/2022,49.98,51.462,52.944,35.1577,-0.001965723
11/11/2022,56.913,58.072,59.232,57.88,-0.005009362
11/10/2022,57.3,58.433,59.566,79.1243,-0.000290808
11/08/2022,63.14,63.945,64.749,53.4314,0.003354977
11/07/2022,62.752,64.217,65.682,68.6786,-0.000277798
11/04/2022,65.55,66.445,67.339,49.8635,0.001782159
11/03/2022,67.61,68.738,69.867,60.1125,-0.00325481
11/02/2022,65.386,66.29,67.195,50.2016,-0.003726064
11/01/2022,63.332,64.45,65.568,35.3221,-0.001918698
10/11/2022,77.273,78.258,79.242,57.88,-0.00782174
10/10/2022,76.519,77.063,77.607,77.476,0.000791324
10/06/2022,73.751,74.98,76.209,68.1238,-0.002970503
10/05/2022,73.585,74.476,75.368,64.3617,-0.001798804
10/03/2022,80.014,81.271,82.528,58.3965,0.014016154
09/12/2022,53.109,54.092,55.075,55.61,-0.180318957
09/09/2022,55.249,56.117,56.985,55.5106,0.363031406
09/08/2022,57.884,58.981,60.078,58.9328,-0.014189121
09/06/2022,65.366,66.15,66.933,63.9924,-0.021419659
09/05/2022,67.358,67.647,67.935,66.5205,-0.008753445
09/02/2022,65.994,67.042,68.09,44.5348,-0.000410457
08/12/2022,50.149,51.435,52.722,56.674,0.024996006
08/11/2022,52.168,53.487,54.805,63.93,-0.005287274
08/09/2022,57.603,58.441,59.279,58.2734,0.014985902
08/08/2022,55.906,56.74,57.574,56.8174,-0.02058987
08/04/2022,55.925,56.677,57.43,47.6987,-0.000121899
08/03/2022,57.224,58.272,59.321,62.1797,-0.001890176
08/02/2022,59.193,60.035,60.878,45.6129,0.001772594
07/12/2022,66.737,68.146,69.554,57.2433,-0.010233858
07/11/2022,68.472,69.32,70.169,63.51,-0.002702531
07/07/2022,69.804,70.724,71.645,69.3679,-0.003388897
07/06/2022,74.483,75.385,76.286,57.841,0.005363912
07/04/2022,77.438,78.112,78.786,45.2254,0.002767321
07/01/2022,76.225,77.966,79.706,36.3271,-0.000210446
06/10/2022,66.547,67.59,68.632,74.355,0.004036874
06/09/2022,62.457,63.286,64.115,65.9343,-0.008076374
06/07/2022,57.045,58.14,59.235,74.8942,0.009878513
06/06/2022,57.036,58.056,59.077,58.4135,-8.78E-05
06/01/2022,56.378,57.101,57.825,35.3266,-0.000724426
05/12/2022,64.018,64.701,65.384,55.303,-0.005880109
05/10/2022,63.666,64.735,65.805,72.966,-2.97E-05
05/09/2022,65.473,66.243,67.012,67.0556,0.003851629
05/05/2022,58.249,59.554,60.859,60.989,-0.018514198
05/04/2022,57.039,57.909,58.78,43.3401,-0.001609542
04/11/2022,48.639,49.625,50.61,65.3367,0.007588991
04/08/2022,46.12,46.916,47.711,56.6712,-0.006663377
04/07/2022,44.409,45.207,46.006,77.7257,0.001795525
04/05/2022,41.703,42.747,43.79,55.7207,-0.002615219
04/04/2022,40.446,41.304,42.162,40.7642,-0.002335846
04/01/2022,42.869,43.75,44.631,33.2646,0.007454874
03/11/2022,51.016,52.016,53.015,69.51,-0.004384353
03/10/2022,49.704,51.003,52.302,80.2417,0.001850739
03/08/2022,54.004,55.487,56.971,57.3542,0.003530823
03/03/2022,45.183,46.129,47.075,53.8103,-0.05724368
03/02/2022,44.384,45.314,46.244,45.4477,-0.00215072
03/01/2022,45.223,46.04,46.857,33.1381,0.001281024
02/11/2022,41.588,42.796,44.005,66.57,0.00226734
02/09/2022,37.713,38.737,39.761,67.0556,0.21578159
02/08/2022,38.756,39.808,40.86,60.5209,0.004117119
02/03/2022,37.928,38.962,39.997,51.8723,-0.002510633
02/02/2022,35.064,36.342,37.62,42.6975,-0.007857708
01/12/2022,28.827,30.09,31.353,52.1183,0.022055098
01/11/2022,29.634,30.605,31.576,64,-0.001416238
01/07/2022,30.524,31.219,31.914,77.7257,-0.001432897
01/06/2022,29.519,30.417,31.315,57.3239,-0.001292378
01/04/2022,27.187,28.486,29.786,43.5897,-0.004935685
01/03/2022,27.702,28.476,29.251,54.1516,3.32E-05
12/10/2021,31.112,32.202,33.292,35.1974,0.006104563
12/03/2021,35.852,36.942,38.032,33.8528,0.095425585
12/02/2021,35.345,36.516,37.688,31.7655,-0.005589095
12/01/2021,35.933,37.024,38.115,33.8648,-0.006535907
11/11/2021,30.144,30.658,31.171,32.7758,-0.190675518
11/10/2021,29.508,30.42,31.332,34.1529,0.005681359
11/03/2021,29.56,30.708,31.855,33.569,0.016062106
11/02/2021,30.832,31.629,32.425,31.3856,0.013336469
11/01/2021,30.769,31.941,33.112,33.2214,-0.005320846
10/12/2021,32.954,34.274,35.594,35.6883,-0.027592967
10/11/2021,32.351,32.873,33.395,32.7318,-0.014415208
09/03/2021,25.776,26.559,27.341,35.3546,0.090641625
09/02/2021,24.713,26.14,27.567,32.816,-0.006314139
08/12/2021,27.49,28.43,29.37,35.8103,-0.026900683
08/11/2021,28.125,29.053,29.981,31.3307,0.004786938
08/10/2021,28.148,29.05,29.953,34.0209,3.84E-05
08/03/2021,27.806,28.632,29.457,36.791,0.005270225
08/02/2021,27.809,28.611,29.413,32.6005,-0.000175154
07/12/2021,25.969,26.764,27.558,35.7381,0.021994713
07/01/2021,25.752,26.376,26.999,32.1447,-0.004093711
06/10/2021,26.917,27.552,28.188,33.949,-0.023656225
06/01/2021,27.856,28.541,29.227,33.6091,0.10194735
05/11/2021,28.791,29.629,30.466,30.9659,0.013892547
05/10/2021,28.013,28.933,29.853,33.7966,0.008498102
05/03/2021,26.951,27.873,28.795,33.606,-0.199525889
04/02/2021,27.305,27.745,28.185,33.1997,-0.011354772
04/01/2021,28.118,28.338,28.559,34.8427,-0.012736436
03/12/2021,28.11,29.686,31.261,40.347,-0.008249661
03/11/2021,27.923,29.038,30.152,32.331,-0.002783881
03/03/2021,29.998,31.148,32.298,35.4217,-0.021917723
03/02/2021,28.35,29.921,31.492,34.7251,-0.058868774
02/12/2021,26.64,28.286,29.932,39.3957,0.012375807
02/11/2021,26.984,28.118,29.252,33.3486,-0.000988047
02/03/2021,30.166,31.335,32.504,34.1595,-0.126605934
02/02/2021,31.012,32.826,34.639,34.9509,-0.057393622
01/12/2021,29.565,30.702,31.839,40.5297,0.012400724
01/11/2021,29.167,30.289,31.41,33.8485,-0.002040848
01/01/2021,28.946,29.752,30.559,32.7979,-0.017179904
